acct_num,date,product_code,cc_cri,del_days,postal,balance,premium,auth_limit,tm_on_book_month
1839,2014-12-31,10010,b,0,L2j1n1,2000,NO,7000,1
1840,2014-11-30,10010,b,0,H2j1n1,3000,NO,5000,5
1841,2014-02-28,10010,c,0,V2j1n1,2000,NO,1500,3
1842,2014-09-30,10010,d,0,G2j1n1,3000,YES,5000,10
1843,2014-12-31,10010,b,0,H2j1n1,1000,NO,5000,10
1844,2013-08-31,10010,b,0,P2j1n1,3000,YES,1500,1
1845,2014-05-31,10010,c,0,B2j1n1,45000,NO,5000,5
1846,2013-09-30,10010,c,0,L2j1n1,3000,NO,7000,38
1847,2013-09-30,10010,b,0,A2j1n1,2000,YES,5000,10
1848,2014-03-31,10010,c,0,T2j1n1,45000,YES,1500,5
1849,2014-08-31,10010,d,40,R2j1n1,1000,NO,1500,38
1850,2013-10-31,10010,b,0,H2j1n1,45000,NO,7000,10
1851,2014-05-31,10010,a,0,M2j1n1,45000,NO,5000,35
1852,2013-10-31,10010,b,0,E2j1n1,2000,NO,7000,3
1853,2014-07-31,10010,a,0,N2j1n1,1000,YES,1500,3
1854,2014-03-31,10010,c,0,E2j1n1,45000,NO,5000,35
1855,2013-08-31,10010,d,0,S2j1n1,45000,YES,1500,35
1856,2014-03-31,10010,b,0,S2j1n1,2000,YES,7000,3
1857,2014-05-31,10010,e,0,P2j1n1,45000,YES,7000,5
1858,2013-09-30,10010,c,0,G2j1n1,2000,NO,5000,35
1859,2014-06-30,10010,c,0,M2j1n1,2000,NO,1500,38
1860,2014-11-30,10010,c,0,M5B1n1,3000,YES,5000,38
1861,2014-03-31,10010,e,0,A2j1n1,3000,YES,5000,5
1862,2014-08-31,10010,b,0,G2j1n1,45000,YES,5000,3
1863,2014-01-31,10010,c,0,J2j1n1,2000,NO,7000,3
1864,2014-09-30,10010,c,0,P2j1n1,1000,NO,5000,35
1865,2013-09-30,10010,a,0,S2j1n1,2000,YES,7000,3
1866,2014-09-30,10010,b,40,A2j1n1,3000,NO,7000,3
1867,2014-06-30,10010,b,0,L2j1n1,3000,NO,7000,35
1868,2014-11-30,10010,c,0,T2j1n1,1000,YES,7000,5
1869,2014-05-31,10010,d,0,B2j1n1,3000,YES,7000,1
1870,2014-09-30,10010,a,0,H2j1n1,2000,YES,7000,1
1871,2013-08-31,10010,e,95,R2j1n1,2000,NO,7000,3
1872,2014-01-31,10010,b,0,C2j1n1,1000,NO,7000,10
1873,2014-02-28,10010,a,0,J2j1n1,2000,YES,1500,5
1874,2014-07-31,10010,c,0,P2j1n1,45000,NO,5000,35
1875,2014-02-28,10010,b,0,K2j1n1,3000,NO,7000,10
1876,2014-06-30,10010,b,0,Y2j1n1,45000,NO,5000,38
1877,2014-10-31,10010,c,0,C2j1n1,45000,YES,7000,38
1878,2014-10-31,10010,a,0,S2j1n1,3000,NO,1500,35
1879,2014-09-30,10010,a,0,A2j1n1,2000,NO,7000,35
1880,2014-09-30,10010,e,0,M5A1n1,2000,YES,5000,10
1881,2013-08-31,10010,b,0,C2j1n1,45000,NO,7000,1
1882,2014-03-31,10010,c,0,L2j1n1,3000,NO,7000,3
1883,2014-09-30,10010,a,0,Y2j1n1,3000,NO,7000,3
1884,2014-02-28,10010,a,0,H2j1n1,1000,NO,1500,1
1885,2013-10-31,10010,a,0,H2j1n1,3000,YES,1500,5
1886,2014-06-30,10010,c,0,X2j1n1,2000,NO,7000,5
1887,2014-12-31,10010,e,0,M2j1n1,45000,YES,1500,10
1888,2013-10-31,10017,c,0,R2j1n1,45000,NO,7000,35
1889,2014-09-30,10010,d,0,S2j1n1,2000,NO,7000,1
1890,2014-03-31,10010,a,40,M2j1n1,3000,YES,7000,35
1891,2014-03-31,10010,d,0,G2j1n1,2000,YES,7000,1
1892,2014-04-30,10010,b,0,V2j1n1,1000,YES,1500,1
1893,2014-03-31,10010,e,0,B2j1n1,1000,YES,1500,5
1894,2013-08-31,10010,b,0,G2j1n1,45000,NO,5000,3
1895,2014-07-31,10010,c,0,V2j1n1,3000,NO,7000,10
1896,2014-07-31,10010,c,0,M5A1n1,45000,YES,5000,3
1897,2014-07-31,10017,b,0,J2j1n1,2000,NO,1500,38
1898,2014-12-31,10010,c,0,M5B1n1,45000,NO,5000,1
1899,2014-10-31,10010,e,0,N2j1n1,1000,NO,1500,3
1900,2014-06-30,10010,a,0,L2j1n1,3000,NO,7000,10
1901,2013-09-30,10010,a,0,E2j1n1,2000,NO,1500,5
1902,2014-06-30,10010,a,0,C2j1n1,3000,YES,1500,5
1903,2014-08-31,10010,b,0,M5A1n1,3000,NO,7000,38
1904,2013-09-30,10010,c,0,H2j1n1,45000,NO,7000,3
1905,2013-08-31,10010,d,0,R2j1n1,2000,NO,7000,5
1906,2014-09-30,10010,a,0,A2j1n1,2000,NO,5000,35
1907,2014-09-30,10010,c,0,E2j1n1,45000,NO,7000,10
1908,2014-01-31,10017,b,0,J2j1n1,45000,YES,5000,10
1909,2013-09-30,10017,a,0,K2j1n1,45000,YES,7000,1
1910,2013-10-31,10010,e,0,R2j1n1,1000,NO,7000,38
1911,2014-10-31,10010,a,0,P2j1n1,3000,YES,5000,5
1912,2014-10-31,10010,c,40,L2j1n1,3000,YES,1500,1
1913,2014-10-31,10010,a,0,T2j1n1,3000,NO,5000,1
1914,2013-09-30,10010,b,0,L2j1n1,45000,NO,7000,10
1915,2014-04-30,10010,d,0,M2j1n1,1000,NO,5000,5
1916,2014-09-30,10017,e,0,T2j1n1,2000,YES,1500,10
1917,2014-02-28,10010,d,0,M2j1n1,1000,YES,1500,3
1918,2014-03-31,10010,c,0,R2j1n1,45000,YES,1500,3
1919,2014-06-30,10010,c,0,N2j1n1,45000,NO,7000,3
1920,2014-04-30,10010,d,0,M2j1n1,3000,NO,5000,3
1921,2014-06-30,10010,e,0,T2j1n1,1000,NO,7000,1
1922,2014-01-31,10010,d,0,M5B1n1,3000,YES,5000,10
1923,2014-10-31,10010,e,0,M5A1n1,2000,YES,5000,3
1924,2014-10-31,10017,d,0,S2j1n1,2000,NO,7000,3
1925,2014-04-30,10010,c,0,R2j1n1,3000,NO,7000,3
1926,2014-10-31,10010,b,0,V2j1n1,1000,NO,5000,5
1927,2014-01-31,10010,d,0,G2j1n1,1000,YES,5000,38
1928,2014-08-31,10010,c,0,Y2j1n1,2000,NO,7000,5
1929,2014-07-31,10010,a,0,S2j1n1,45000,NO,5000,35
1930,2014-04-30,10010,a,0,M5A1n1,45000,YES,1500,1
1931,2014-06-30,10010,b,0,A2j1n1,1000,NO,1500,38
1932,2013-10-31,10017,e,0,K2j1n1,1000,NO,5000,1
1933,2014-09-30,10010,c,0,Y2j1n1,2000,NO,7000,1
1934,2014-02-28,10010,e,0,M2j1n1,2000,NO,5000,3
1935,2014-12-31,10010,b,0,E2j1n1,3000,YES,5000,35
1936,2014-02-28,10010,d,0,V2j1n1,3000,YES,7000,10
1937,2014-06-30,10010,c,40,A2j1n1,1000,NO,7000,3
1938,2014-10-31,10010,a,0,V2j1n1,2000,YES,5000,10
1939,2014-04-30,10010,b,0,M5B1n1,45000,YES,1500,35
1940,2014-01-31,10010,b,0,X2j1n1,1000,YES,7000,5
1941,2014-09-30,10010,c,0,A2j1n1,2000,NO,1500,1
1942,2014-07-31,10010,d,0,X2j1n1,1000,YES,7000,38
1943,2014-12-31,10010,c,0,V2j1n1,45000,NO,1500,1
1944,2014-08-31,10010,a,0,A2j1n1,45000,NO,1500,1
1945,2014-08-31,10010,d,0,M2j1n1,3000,YES,1500,38
1946,2014-04-30,10010,a,0,B2j1n1,45000,NO,7000,10
1947,2014-11-30,10010,a,0,R2j1n1,45000,YES,1500,35
1948,2014-12-31,10010,b,0,P2j1n1,2000,NO,1500,3
1949,2014-11-30,10010,c,0,B2j1n1,3000,YES,7000,5
1950,2014-07-31,10010,c,0,K2j1n1,3000,YES,7000,38
1951,2014-10-31,10010,c,0,H2j1n1,1000,NO,5000,10
1952,2013-08-31,10010,a,0,J2j1n1,45000,NO,1500,38
1953,2014-05-31,10010,c,0,H2j1n1,45000,YES,5000,10
1954,2013-08-31,10010,d,0,M5A1n1,1000,YES,7000,35
1955,2014-08-31,10010,d,0,A2j1n1,1000,NO,5000,10
1956,2014-10-31,10010,d,0,M2j1n1,45000,YES,1500,5
1957,2014-07-31,10010,d,0,T2j1n1,1000,YES,5000,3
1958,2014-03-31,10017,a,0,Y2j1n1,2000,YES,1500,38
1959,2014-01-31,10010,c,0,E2j1n1,45000,NO,1500,10
1960,2014-11-30,10017,b,0,L2j1n1,2000,NO,7000,1
1961,2014-01-31,10010,c,0,K2j1n1,3000,YES,1500,38
1962,2014-01-31,10010,a,0,K2j1n1,45000,NO,5000,10
1963,2013-10-31,10010,b,0,H2j1n1,2000,NO,1500,10
1964,2013-10-31,10010,c,0,X2j1n1,45000,NO,1500,3
1965,2014-03-31,10010,c,0,P2j1n1,3000,YES,1500,1
1966,2014-03-31,10010,c,0,L2j1n1,3000,YES,5000,3
1967,2014-01-31,10010,d,0,M5B1n1,2000,NO,5000,10
1968,2014-10-31,10010,e,0,Y2j1n1,2000,NO,5000,38
1969,2014-06-30,10010,b,0,B2j1n1,1000,YES,5000,5
1970,2014-12-31,10010,a,0,K2j1n1,1000,YES,7000,1
1971,2014-06-30,10010,c,0,V2j1n1,1000,YES,1500,3
1972,2014-07-31,10017,a,0,K2j1n1,45000,YES,5000,35
1973,2014-01-31,10010,c,0,A2j1n1,2000,NO,1500,5
1974,2014-03-31,10010,c,0,B2j1n1,3000,YES,5000,5
1975,2014-05-31,10010,a,0,M2j1n1,3000,NO,7000,5
1976,2014-10-31,10010,b,0,V2j1n1,45000,YES,1500,1
1977,2013-10-31,10010,a,0,M5B1n1,3000,NO,7000,38
1978,2013-08-31,10010,e,0,M5A1n1,2000,NO,7000,10
1979,2013-09-30,10010,e,0,M2j1n1,2000,YES,1500,5
1980,2014-05-31,10010,c,0,M5B1n1,1000,NO,1500,35
1981,2014-07-31,10010,b,0,C2j1n1,2000,NO,7000,35
1982,2014-02-28,10010,e,0,L2j1n1,2000,NO,5000,1
1983,2014-01-31,10010,c,0,S2j1n1,45000,YES,5000,5
1984,2014-08-31,10010,c,0,P2j1n1,3000,YES,1500,10
1985,2014-01-31,10017,c,0,K2j1n1,1000,NO,7000,38
1986,2014-03-31,10010,c,0,P2j1n1,45000,NO,1500,10
1987,2014-08-31,10010,e,0,M2j1n1,2000,YES,7000,5
1988,2014-03-31,10010,c,0,B2j1n1,3000,YES,7000,1
1989,2014-07-31,10010,c,0,X2j1n1,1000,YES,1500,35
1990,2014-04-30,10010,b,0,N2j1n1,45000,YES,1500,38
1991,2014-01-31,10017,a,0,T2j1n1,1000,NO,1500,35
1992,2014-04-30,10010,c,0,M5A1n1,45000,NO,1500,38
1993,2013-08-31,10010,b,0,L2j1n1,1000,YES,1500,35
1994,2014-01-31,10010,c,0,A2j1n1,45000,YES,7000,5
1995,2013-10-31,10010,c,0,L2j1n1,2000,YES,5000,5
1996,2013-08-31,10010,c,0,H2j1n1,2000,YES,5000,5
1997,2013-08-31,10010,a,0,K2j1n1,1000,YES,5000,38
1998,2013-09-30,10010,a,0,T2j1n1,1000,NO,5000,5
1999,2014-09-30,10010,e,0,M2j1n1,45000,NO,1500,3
2000,2014-03-31,10010,a,0,E2j1n1,2000,YES,1500,35
2001,2014-02-28,10010,d,0,T2j1n1,3000,YES,5000,35
2002,2014-06-30,10010,a,0,H2j1n1,45000,YES,1500,10
2003,2014-10-31,10010,c,0,H2j1n1,1000,YES,5000,10
2004,2014-01-31,10010,c,0,X2j1n1,1000,NO,7000,5
2005,2013-08-31,10010,a,0,L2j1n1,1000,NO,7000,38
2006,2014-05-31,10017,d,0,G2j1n1,3000,NO,1500,1
2007,2014-10-31,10010,c,0,E2j1n1,45000,YES,5000,10
2008,2014-11-30,10010,c,0,H2j1n1,2000,YES,7000,35
2009,2014-02-28,10010,d,0,S2j1n1,1000,YES,1500,38
2010,2014-08-31,10010,a,0,M5B1n1,2000,YES,5000,38
2011,2013-09-30,10010,c,0,X2j1n1,45000,YES,5000,3
2012,2014-01-31,10017,a,0,M5B1n1,3000,YES,7000,3
2013,2014-02-28,10010,b,0,A2j1n1,45000,YES,7000,10
2014,2014-04-30,10010,d,0,C2j1n1,45000,NO,1500,38
2015,2014-11-30,10010,c,0,S2j1n1,3000,NO,7000,10
2016,2014-10-31,10010,e,0,A2j1n1,3000,YES,5000,3
2017,2014-11-30,10017,c,0,V2j1n1,1000,NO,1500,38
2018,2013-08-31,10010,c,0,E2j1n1,1000,YES,1500,38
2019,2014-06-30,10010,d,0,C2j1n1,3000,NO,1500,5
2020,2013-10-31,10010,b,95,K2j1n1,1000,YES,1500,38
2021,2014-01-31,10010,a,0,M5A1n1,3000,NO,7000,38
2022,2014-06-30,10010,c,0,N2j1n1,45000,NO,1500,35
2023,2014-02-28,10010,c,0,C2j1n1,1000,NO,5000,3
2024,2013-08-31,10010,b,0,M2j1n1,1000,YES,7000,1
2025,2014-07-31,10010,d,0,L2j1n1,1000,YES,7000,5
2026,2014-07-31,10010,c,0,C2j1n1,3000,YES,7000,10
2027,2014-03-31,10010,c,0,Y2j1n1,2000,YES,7000,1
2028,2014-11-30,10010,a,0,L2j1n1,2000,YES,1500,5
2029,2014-01-31,10010,c,0,B2j1n1,45000,YES,5000,1
2030,2014-03-31,10010,d,0,R2j1n1,45000,NO,7000,35
2031,2014-08-31,10010,c,0,M5A1n1,45000,YES,5000,38
2032,2014-06-30,10010,b,0,M2j1n1,45000,YES,1500,35
2033,2013-10-31,10010,a,0,V2j1n1,3000,NO,5000,5
2034,2014-07-31,10017,e,0,C2j1n1,2000,YES,1500,3
2035,2014-12-31,10010,c,0,T2j1n1,1000,NO,7000,3
2036,2014-07-31,10010,c,0,K2j1n1,3000,NO,7000,5
2037,2014-05-31,10010,b,0,M5B1n1,2000,YES,5000,38
2038,2014-11-30,10010,e,0,T2j1n1,45000,YES,5000,1
2039,2014-01-31,10010,b,0,V2j1n1,2000,NO,7000,10
2040,2013-10-31,10010,c,0,K2j1n1,2000,NO,7000,5
2041,2013-08-31,10017,c,0,P2j1n1,1000,NO,5000,35
2042,2014-03-31,10010,c,0,P2j1n1,1000,YES,5000,5
2043,2013-08-31,10010,a,0,N2j1n1,2000,YES,1500,3
2044,2013-09-30,10010,c,0,J2j1n1,2000,NO,1500,3
2045,2014-03-31,10010,c,0,Y2j1n1,3000,YES,5000,38
2046,2013-10-31,10010,c,0,K2j1n1,2000,NO,1500,38
2047,2014-12-31,10010,c,0,L2j1n1,1000,YES,5000,5
2048,2013-10-31,10010,c,0,B2j1n1,1000,YES,5000,5
2049,2014-05-31,10010,a,0,M5B1n1,3000,YES,5000,3
2050,2014-08-31,10010,b,0,C2j1n1,1000,NO,7000,5
2051,2014-04-30,10010,e,0,K2j1n1,1000,YES,7000,3
2052,2014-12-31,10010,a,0,R2j1n1,3000,YES,7000,5
2053,2014-06-30,10010,a,0,S2j1n1,1000,NO,7000,38
2054,2014-07-31,10010,c,0,V2j1n1,1000,YES,7000,35
2055,2013-10-31,10010,a,0,K2j1n1,3000,YES,1500,1
2056,2014-03-31,10010,a,0,A2j1n1,1000,NO,7000,10
2057,2014-02-28,10010,b,0,T2j1n1,45000,YES,5000,5
2058,2014-10-31,10010,b,0,T2j1n1,1000,YES,1500,35
2059,2014-10-31,10010,c,0,G2j1n1,2000,NO,7000,35
2060,2014-09-30,10010,c,0,T2j1n1,3000,NO,7000,3
2061,2013-08-31,10010,b,0,P2j1n1,3000,YES,1500,3
2062,2014-12-31,10010,c,0,K2j1n1,3000,NO,1500,1
2063,2014-02-28,10010,d,0,X2j1n1,1000,YES,1500,1
2064,2013-09-30,10010,d,0,P2j1n1,3000,NO,5000,10
2065,2013-09-30,10010,b,0,V2j1n1,3000,YES,7000,10
2066,2014-05-31,10010,c,0,C2j1n1,1000,NO,5000,3
2067,2014-02-28,10010,e,0,L2j1n1,2000,YES,1500,35
2068,2013-09-30,10010,a,0,M5B1n1,3000,YES,7000,5
2069,2013-08-31,10017,c,0,H2j1n1,2000,YES,5000,10
2070,2014-09-30,10010,b,0,A2j1n1,2000,YES,5000,5
2071,2014-04-30,10010,d,0,Y2j1n1,45000,YES,7000,10
2072,2014-08-31,10010,e,0,T2j1n1,1000,NO,5000,5
2073,2014-11-30,10010,c,0,S2j1n1,3000,YES,7000,35
2074,2013-09-30,10010,c,0,P2j1n1,1000,NO,5000,1
2075,2014-11-30,10010,a,0,P2j1n1,1000,NO,7000,35
2076,2014-10-31,10010,c,0,M5B1n1,45000,YES,5000,1
2077,2014-01-31,10010,b,0,S2j1n1,2000,YES,7000,1
2078,2014-08-31,10010,e,0,H2j1n1,1000,YES,1500,10
2079,2014-07-31,10010,b,0,M2j1n1,3000,NO,7000,35
2080,2013-10-31,10010,b,0,A2j1n1,1000,NO,7000,3
2081,2014-07-31,10010,b,0,Y2j1n1,45000,YES,5000,3
2082,2014-07-31,10010,c,0,K2j1n1,45000,NO,7000,5
2083,2014-05-31,10010,e,0,E2j1n1,3000,NO,5000,1
2084,2014-02-28,10010,b,0,X2j1n1,45000,NO,1500,38
2085,2014-02-28,10017,c,0,T2j1n1,3000,YES,1500,1
2086,2014-09-30,10010,b,0,B2j1n1,45000,NO,7000,3
2087,2014-08-31,10010,c,0,R2j1n1,2000,YES,7000,10
2088,2014-02-28,10010,a,0,M5A1n1,45000,NO,1500,38
2089,2014-04-30,10010,b,0,J2j1n1,2000,YES,1500,5
2090,2014-01-31,10010,c,0,M2j1n1,2000,NO,1500,35
2091,2014-01-31,10010,b,0,M2j1n1,2000,NO,1500,5
2092,2014-04-30,10010,a,0,J2j1n1,3000,NO,5000,10
2093,2014-06-30,10017,a,0,C2j1n1,45000,NO,5000,1
2094,2014-07-31,10010,b,0,J2j1n1,45000,NO,1500,10
2095,2014-09-30,10010,c,0,M5A1n1,45000,YES,5000,35
2096,2014-10-31,10010,e,0,N2j1n1,1000,YES,1500,1
2097,2014-11-30,10010,c,0,G2j1n1,1000,NO,7000,10
2098,2013-10-31,10010,c,0,K2j1n1,3000,YES,1500,10
2099,2013-08-31,10010,a,0,K2j1n1,2000,NO,7000,35
2100,2014-05-31,10010,d,0,N2j1n1,1000,NO,7000,3
2101,2014-10-31,10010,c,0,P2j1n1,45000,YES,1500,35
2102,2014-05-31,10017,e,0,J2j1n1,2000,YES,7000,35
2103,2014-12-31,10010,c,0,P2j1n1,2000,NO,5000,1
2104,2014-12-31,10010,a,0,M5B1n1,1000,YES,5000,35
2105,2014-06-30,10010,c,0,G2j1n1,1000,YES,1500,3
2106,2014-03-31,10010,c,0,M5A1n1,45000,YES,7000,10
2107,2014-12-31,10010,c,40,M2j1n1,1000,YES,5000,10
2108,2013-09-30,10017,d,0,R2j1n1,3000,NO,1500,35
2109,2014-09-30,10010,b,0,K2j1n1,2000,NO,1500,10
2110,2014-09-30,10010,a,0,L2j1n1,3000,NO,7000,3
2111,2014-08-31,10010,e,0,T2j1n1,45000,NO,5000,1
2112,2014-01-31,10010,c,0,A2j1n1,1000,NO,5000,3
2113,2013-10-31,10010,c,0,G2j1n1,1000,NO,5000,5
2114,2014-05-31,10010,b,0,S2j1n1,2000,YES,7000,3
2115,2014-06-30,10010,c,40,T2j1n1,3000,YES,7000,3
2116,2014-09-30,10017,a,0,V2j1n1,3000,YES,5000,5
2117,2014-07-31,10010,c,0,S2j1n1,2000,NO,5000,38
2118,2013-10-31,10010,c,0,T2j1n1,2000,YES,5000,5
2119,2013-09-30,10010,a,0,M5A1n1,1000,NO,1500,3
2120,2014-07-31,10010,b,0,S2j1n1,45000,YES,7000,38
2121,2014-03-31,10010,e,0,G2j1n1,1000,YES,5000,3
2122,2014-12-31,10010,b,0,R2j1n1,3000,YES,5000,10
2123,2014-11-30,10010,b,0,P2j1n1,1000,YES,7000,3
2124,2014-09-30,10010,c,0,E2j1n1,45000,YES,5000,3
2125,2014-08-31,10010,a,0,M5B1n1,45000,NO,1500,5
2126,2014-03-31,10010,e,0,K2j1n1,2000,NO,7000,5
2127,2014-02-28,10017,c,0,N2j1n1,1000,NO,7000,38
2128,2014-10-31,10010,d,0,Y2j1n1,2000,YES,7000,1
2129,2014-06-30,10010,c,0,V2j1n1,3000,YES,5000,5
2130,2013-09-30,10010,c,0,Y2j1n1,45000,YES,7000,3
2131,2014-07-31,10010,c,0,M5B1n1,1000,NO,7000,10
2132,2014-03-31,10010,d,0,S2j1n1,1000,YES,7000,3
2133,2014-07-31,10010,b,0,A2j1n1,1000,YES,7000,38
2134,2013-08-31,10017,c,0,M5B1n1,3000,YES,1500,5
2135,2014-10-31,10010,a,0,B2j1n1,2000,YES,1500,35
2136,2014-05-31,10010,c,0,X2j1n1,3000,NO,5000,35
2137,2014-04-30,10010,a,0,M5B1n1,1000,NO,5000,5
2138,2013-08-31,10010,c,0,J2j1n1,2000,NO,5000,10
2139,2014-07-31,10010,b,0,E2j1n1,1000,NO,7000,5
2140,2014-05-31,10010,a,0,E2j1n1,3000,YES,1500,10
2141,2014-10-31,10010,b,0,A2j1n1,2000,NO,7000,1
2142,2014-09-30,10010,a,0,V2j1n1,2000,YES,5000,38
2143,2013-10-31,10010,e,0,R2j1n1,3000,YES,1500,3
2144,2013-08-31,10010,a,0,S2j1n1,2000,YES,5000,1
2145,2014-07-31,10010,a,0,L2j1n1,1000,NO,1500,35
2146,2014-08-31,10010,a,0,C2j1n1,1000,YES,5000,3
2147,2014-08-31,10010,c,0,G2j1n1,3000,YES,5000,35
2148,2014-09-30,10010,c,0,A2j1n1,1000,NO,1500,3
2149,2014-07-31,10010,b,0,K2j1n1,45000,YES,1500,5
2150,2014-10-31,10010,c,0,M5B1n1,2000,NO,5000,1
2151,2014-03-31,10010,d,0,L2j1n1,1000,NO,1500,35
2152,2014-02-28,10010,c,0,J2j1n1,3000,NO,1500,5
2153,2014-04-30,10010,c,0,M5A1n1,3000,NO,1500,35
2154,2014-02-28,10010,c,0,V2j1n1,45000,YES,5000,10
2155,2014-12-31,10010,a,0,N2j1n1,3000,YES,1500,1
2156,2014-03-31,10010,b,0,M5B1n1,3000,YES,5000,10
2157,2013-08-31,10010,c,0,J2j1n1,1000,NO,1500,3
2158,2014-06-30,10010,b,0,M2j1n1,45000,NO,7000,3
2159,2014-12-31,10010,c,0,S2j1n1,3000,YES,7000,10
2160,2014-12-31,10010,c,0,Y2j1n1,45000,YES,7000,5
2161,2014-05-31,10010,c,0,L2j1n1,3000,YES,5000,1
2162,2013-08-31,10010,c,0,G2j1n1,1000,YES,1500,1
2163,2014-10-31,10010,c,0,K2j1n1,3000,NO,1500,10
2164,2014-11-30,10010,c,0,M2j1n1,2000,YES,1500,10
2165,2014-06-30,10010,c,0,N2j1n1,3000,NO,1500,35
2166,2014-08-31,10010,c,0,T2j1n1,3000,YES,7000,5
2167,2013-10-31,10010,a,0,N2j1n1,3000,NO,5000,5
2168,2013-10-31,10010,d,0,M5B1n1,45000,NO,7000,10
2169,2014-12-31,10010,d,0,V2j1n1,1000,NO,5000,1
2170,2014-04-30,10010,a,0,N2j1n1,3000,NO,1500,10
2171,2013-08-31,10010,c,0,A2j1n1,1000,YES,7000,38
2172,2014-04-30,10010,c,0,M2j1n1,45000,YES,5000,1
2173,2014-03-31,10010,a,0,R2j1n1,45000,YES,1500,35
2174,2013-09-30,10010,c,0,P2j1n1,2000,NO,1500,10
2175,2014-02-28,10010,a,0,B2j1n1,2000,NO,1500,38
2176,2014-06-30,10017,a,0,P2j1n1,45000,NO,5000,5
2177,2014-01-31,10010,a,0,N2j1n1,45000,NO,7000,10
2178,2014-06-30,10010,d,0,S2j1n1,2000,YES,7000,38
2179,2014-01-31,10010,c,0,P2j1n1,3000,NO,1500,38
2180,2014-10-31,10010,d,0,L2j1n1,2000,NO,7000,5
2181,2014-03-31,10010,c,0,N2j1n1,2000,YES,5000,1
2182,2014-07-31,10010,d,0,G2j1n1,1000,YES,7000,38
2183,2014-09-30,10010,c,0,P2j1n1,3000,YES,7000,1
2184,2014-02-28,10010,d,0,B2j1n1,1000,NO,1500,10
2185,2014-03-31,10017,d,0,E2j1n1,1000,YES,5000,38
2186,2014-09-30,10010,a,0,K2j1n1,2000,YES,1500,3
2187,2014-04-30,10010,b,0,T2j1n1,2000,NO,1500,10
2188,2014-06-30,10010,a,0,M5B1n1,3000,NO,5000,1
2189,2014-05-31,10010,b,0,M2j1n1,3000,NO,5000,10
2190,2014-02-28,10010,c,0,C2j1n1,45000,YES,7000,3
2191,2014-03-31,10010,c,0,C2j1n1,1000,YES,5000,10
2192,2014-12-31,10010,c,0,P2j1n1,3000,YES,5000,1
2193,2014-10-31,10010,c,0,B2j1n1,45000,YES,7000,3
2194,2013-10-31,10010,a,0,R2j1n1,3000,YES,5000,10
2195,2014-11-30,10010,c,0,K2j1n1,1000,YES,1500,3
2196,2014-07-31,10010,c,0,M2j1n1,2000,YES,1500,3
2197,2013-09-30,10010,c,0,J2j1n1,45000,YES,1500,35
2198,2014-07-31,10010,e,0,P2j1n1,3000,NO,7000,5
2199,2013-10-31,10010,c,0,T2j1n1,3000,YES,1500,10
2200,2014-04-30,10010,c,0,A2j1n1,45000,YES,5000,10
2201,2014-04-30,10010,c,0,G2j1n1,45000,YES,7000,35
2202,2014-11-30,10010,c,0,M5A1n1,1000,NO,7000,38
2203,2014-10-31,10010,a,0,R2j1n1,3000,YES,7000,38
2204,2014-05-31,10010,d,0,R2j1n1,1000,YES,5000,10
2205,2014-10-31,10010,a,0,M2j1n1,1000,NO,7000,3
2206,2014-03-31,10010,c,0,H2j1n1,45000,YES,5000,5
2207,2014-07-31,10010,d,0,X2j1n1,45000,YES,7000,5
2208,2014-12-31,10010,a,0,A2j1n1,2000,YES,5000,10
2209,2014-01-31,10010,b,0,R2j1n1,45000,NO,7000,38
2210,2014-02-28,10017,b,0,X2j1n1,3000,NO,1500,38
2211,2013-09-30,10010,c,0,S2j1n1,2000,YES,1500,38
2212,2014-04-30,10010,c,0,L2j1n1,1000,YES,1500,38
2213,2014-06-30,10017,c,0,M5A1n1,3000,NO,7000,5
2214,2014-10-31,10010,c,0,L2j1n1,2000,YES,1500,35
2215,2014-03-31,10010,c,0,M5A1n1,1000,YES,5000,38
2216,2014-07-31,10010,c,0,L2j1n1,2000,NO,7000,10
2217,2014-05-31,10010,b,0,A2j1n1,3000,NO,1500,1
2218,2014-09-30,10010,c,0,T2j1n1,1000,YES,5000,5
2219,2014-01-31,10010,c,0,B2j1n1,3000,YES,5000,1
2220,2013-08-31,10010,b,40,C2j1n1,45000,YES,1500,35
2221,2014-11-30,10010,a,0,J2j1n1,2000,YES,1500,10
2222,2014-12-31,10010,c,0,A2j1n1,45000,NO,7000,3
2223,2014-01-31,10010,c,0,M2j1n1,2000,NO,5000,3
2224,2013-10-31,10010,b,0,C2j1n1,45000,NO,7000,1
2225,2013-08-31,10010,a,0,M2j1n1,3000,NO,7000,3
2226,2014-03-31,10010,c,0,T2j1n1,2000,NO,7000,3
2227,2013-10-31,10010,d,0,A2j1n1,2000,YES,5000,5
2228,2014-01-31,10017,c,0,Y2j1n1,45000,YES,1500,5
2229,2014-04-30,10010,b,0,X2j1n1,2000,YES,5000,38
2230,2014-12-31,10010,a,0,K2j1n1,2000,NO,7000,38
2231,2014-12-31,10010,c,40,K2j1n1,1000,YES,7000,5
2232,2014-01-31,10010,c,0,V2j1n1,45000,YES,1500,3
2233,2014-03-31,10010,c,0,K2j1n1,3000,NO,1500,10
2234,2013-09-30,10010,c,0,H2j1n1,3000,YES,7000,10
2235,2014-04-30,10010,a,0,B2j1n1,45000,YES,7000,35
2236,2013-10-31,10010,b,0,S2j1n1,3000,NO,5000,1
